withinblocktrial,block,block_repetition,rt,resp,acc,cresp,conf_press,cj,rtconf,coherence,metacognition,slow_trial,manipulation,sub_id,age,gender,handedness,X,batch,check1,check2,check3,check4
13,6,1,2.266888,['n'],1,right,['u'],1,1.8372963,0.1,1,0,AccAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
14,6,1,1.9002252,['n'],1,right,['u'],1,1.6902709,0.2,1,0,AccAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
15,6,1,0.8000646,['n'],1,right,['u'],1,3.0661646,0.4,1,0,AccAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
16,6,1,0.8835291,['n'],0,left,['u'],1,2.3822375,0.1,0,0,AccAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
17,6,1,0.7832902,['n'],1,right,['u'],1,2.8506482,0.4,1,0,AccAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
18,6,1,2.8668705,['n'],0,left,['u'],1,1.1357886,0.2,0,0,AccAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
19,6,1,3.9008482,['n'],1,right,['e'],0,1.9292268,0.1,0,0,AccAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
20,6,1,3.299786,['c'],1,left,['e'],0,2.3790072,0.1,0,0,AccAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
21,6,1,3.9170101,['c'],1,left,['e'],0,3.7615897,0.4,0,0,AccAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
22,6,1,4.1831739,['c'],1,left,['e'],0,1.9439694,0.2,0,0,AccAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
23,6,1,2.7328914,['n'],1,right,['e'],0,1.6310509,0.1,0,0,AccAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
24,6,1,2.9179707,['n'],0,left,['e'],0,2.075928,0.1,1,0,AccAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
25,6,1,4.4667266,['n'],1,right,['e'],0,0.2979928,0.1,0,0,AccAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
26,6,1,3.5840912,['n'],1,right,['e'],0,1.7123525,0.1,0,0,AccAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
27,6,1,2.900723,['n'],0,left,['e'],0,2.2345405,0.4,1,0,AccAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
28,6,1,2.400396,['n'],1,right,['u'],1,1.8761699,0.2,1,0,AccAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
29,6,1,1.1509364,['n'],1,right,['u'],1,2.1256677,0.2,1,0,AccAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
30,6,1,3.8343853,['n'],0,left,['e'],0,1.8433828,0.1,1,0,AccAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
31,6,1,3.0006025,['c'],1,left,['u'],1,1.7797864,0.4,1,0,AccAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
32,6,1,4.699656,['c'],1,left,['e'],0,2.5475834,0.1,0,0,AccAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
33,6,1,2.7832252,['c'],1,left,['e'],0,2.5287747,0.2,0,0,AccAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
34,6,1,2.9004718,['c'],1,left,['e'],0,2.3304484,0.4,0,0,AccAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
35,6,1,3.3176968,['n'],0,left,['e'],0,2.3627695,0.4,1,0,AccAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
36,6,1,4.7674951,['n'],1,right,['e'],0,3.0725408,0.2,0,0,AccAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
37,6,1,3.2674988,['n'],0,left,['e'],0,1.6219717,0.4,1,0,AccAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
38,6,1,2.6348211,['n'],0,left,['e'],0,2.1106321,0.1,1,0,AccAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
39,6,1,3.4178359,['n'],1,right,['e'],0,1.9246868,0.2,0,0,AccAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
40,6,1,3.6513116,['c'],1,left,['e'],0,2.1846661,0.1,0,0,AccAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
41,6,1,3.7170613,['n'],1,right,['e'],0,2.81552,0.1,0,0,AccAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
42,6,1,3.8174355,['n'],1,right,['e'],0,2.1212283,0.1,0,0,AccAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
43,6,1,2.4345572,['n'],0,left,['e'],0,1.8137987,0.2,1,0,AccAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
44,6,1,3.6163856,['c'],0,right,['e'],0,1.4717138,0.1,1,0,AccAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
45,6,1,1.4345754,['n'],1,right,['e'],0,0.8455775,0.1,0,0,AccAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
46,6,1,0.7668518,['n'],1,right,['u'],1,1.1674309,0.4,1,0,AccAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
47,6,1,1.2334985,['c'],1,left,['e'],0,1.6982848,0.1,0,0,AccAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
48,6,1,1.3331979,['n'],1,right,['u'],1,1.3708957,0.4,1,0,AccAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
49,6,1,4.3341686,['n'],0,left,['u'],1,1.7215535,0.4,0,0,AccAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
51,6,1,1.334133,['n'],1,right,['u'],1,1.420268,0.4,1,0,AccAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
52,6,1,1.3837587,['c'],0,right,['e'],0,1.6629383,0.2,1,0,AccAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
53,6,1,1.7010337,['n'],1,right,['e'],0,0.2186876,0.1,0,0,AccAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
54,6,1,2.6345603,['n'],0,left,['e'],0,0.0117318,0.2,1,0,AccAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
55,6,1,3.1162486,['n'],0,left,['e'],0,1.5848266,0.2,1,0,AccAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
56,6,1,1.1339485,['n'],1,right,['u'],1,1.7991464,0.4,1,0,AccAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
57,6,1,2.9177151,['n'],1,right,['e'],0,2.2364595,0.2,0,0,AccAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
58,6,1,2.1992097,['c'],1,left,['e'],0,1.7428155,0.1,0,0,AccAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
59,6,1,1.3667845,['n'],1,right,['e'],0,1.6848411,0.1,0,0,AccAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
0,7,1,0.5509121,['n'],1,right,['e'],0,1.5143155,0.4,0,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
1,7,1,0.684787,['c'],1,left,['e'],0,1.3803978,0.2,0,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
2,7,1,0.450184,['n'],1,right,['e'],0,0.9588269,0.2,0,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
3,7,1,1.24953,['n'],0,left,['e'],0,1.1929231,0.1,1,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
4,7,1,0.6497514,['n'],0,left,['e'],0,1.5381816,0.2,1,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
5,7,1,0.6515545,['n'],0,left,['e'],0,1.452182,0.1,1,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
6,7,1,0.7342178,['n'],0,left,['e'],0,1.4951935,0.1,1,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
7,7,1,0.5505027,['c'],1,left,['e'],0,1.5756734,0.4,0,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
8,7,1,0.717349,['c'],1,left,['u'],1,1.2468958,0.4,1,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
9,7,1,0.6665668,['c'],1,left,['u'],1,1.1407037,0.4,1,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
10,7,1,0.7507677,['c'],1,left,['u'],1,1.7874573,0.2,1,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
11,7,1,0.6843441,['n'],1,right,['e'],0,1.5791313,0.1,0,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
12,7,1,0.5842021,['c'],1,left,['e'],0,1.4315258,0.2,0,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
13,7,1,0.5850639,['c'],1,left,['e'],0,1.6245103,0.4,0,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
14,7,1,0.9511746,['n'],0,left,['e'],0,1.2844336,0.2,1,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
15,7,1,0.3342747,['n'],1,right,['e'],0,1.5900349,0.4,0,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
16,7,1,0.2831512,['n'],1,right,['e'],0,1.6307276,0.2,0,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
17,7,1,0.4660039,['c'],1,left,['u'],1,1.2770737,0.1,1,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
18,7,1,0.5326503,['c'],0,right,['e'],0,1.2393099,0.2,1,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
19,7,1,0.6166671,['n'],1,right,['e'],0,1.4066784,0.2,0,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
20,7,1,0.5175879,['n'],1,right,['u'],1,1.62091,0.4,1,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
21,7,1,0.4345232,['n'],1,right,['e'],0,1.4929944,0.4,0,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
22,7,1,0.5670515,['n'],0,left,['e'],0,1.1254245,0.1,1,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
23,7,1,0.6354148,['c'],1,left,['u'],1,1.2175751,0.4,1,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
24,7,1,0.534395,['n'],1,right,['e'],0,0.7340696,0.1,0,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
25,7,1,0.517327,['n'],1,right,['e'],0,0.9904402,0.1,0,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
26,7,1,1.7513359,['c'],1,left,['u'],1,0.0515132,0.1,1,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
27,7,1,0.9341931,['c'],1,left,['u'],1,0.2221876,0.4,1,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
28,7,1,0.8498099,['n'],0,left,['e'],0,0.9185448,0.1,1,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
29,7,1,0.6501802,['n'],0,left,['e'],0,1.7216165,0.1,1,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
30,7,1,0.8672674,['n'],1,right,['e'],0,3.3969803,0.2,0,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
31,7,1,0.6172793,['n'],1,right,['e'],0,1.7987974,0.1,0,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
32,7,1,1.5347183,['n'],0,left,['e'],0,3.2037415,0.4,1,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
33,7,1,0.4996088,['n'],1,right,['e'],0,0.419487,0.2,0,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
34,7,1,0.5669488,['n'],0,left,['e'],0,2.3663786,0.2,1,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
35,7,1,0.6180443,['n'],1,right,['u'],1,1.7689627,0.1,1,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
36,7,1,0.7679944,['n'],0,left,['u'],1,1.5894477,0.4,0,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
37,7,1,0.5840569,['n'],1,right,['u'],1,1.5378283,0.4,1,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
38,7,1,0.7007369,['n'],1,right,['u'],1,1.4823409,0.1,1,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
39,7,1,0.8841671,['n'],0,left,['u'],1,1.614182,0.4,0,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
40,7,1,1.150587,['c'],0,right,['e'],0,1.5385188,0.1,1,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
41,7,1,0.6501511,['n'],1,right,['e'],0,0.1572789,0.1,0,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
42,7,1,1.4679966,['n'],0,left,['e'],0,1.6305959,0.4,1,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
43,7,1,0.9173466,['n'],0,left,['e'],0,1.8031905,0.2,1,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
44,7,1,0.7334868,['n'],1,right,['e'],0,1.4328317,0.1,0,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
45,7,1,2.467832,['n'],0,left,['e'],0,1.3748073,0.1,1,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
46,7,1,0.7517424,['n'],1,right,['u'],1,1.4043825,0.4,1,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
47,7,1,1.7009144,['c'],0,right,['e'],0,1.7948159,0.2,1,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
48,7,1,0.7170573,['n'],1,right,['e'],0,1.6170025,0.2,0,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
49,7,1,0.9346628,['n'],1,right,['u'],1,1.3252108,0.2,1,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
50,7,1,0.3340635,['n'],0,left,['e'],0,1.2306793,0.2,1,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
51,7,1,0.5675211,['c'],1,left,['e'],0,1.9759753,0.1,0,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
52,7,1,0.5331632,['n'],1,right,['e'],0,0.4708062,0.1,0,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
53,7,1,0.6001843,['n'],1,right,['u'],1,0.7819701,0.4,1,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
54,7,1,0.8505245,['n'],1,right,['u'],1,0.6550813,0.4,1,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
55,7,1,1.0171477,['c'],0,right,['e'],0,1.7431493,0.2,1,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
56,7,1,0.7845075,['n'],1,right,['u'],1,0.8925031,0.4,1,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
57,7,1,0.5675103,['n'],1,right,['e'],0,0.8527742,0.2,0,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
58,7,1,0.6015199,['n'],0,left,['e'],0,0.7490399,0.2,1,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
59,7,1,0.5510633,['n'],0,left,['e'],0,0.8756329,0.4,1,0,FastAcc,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
0,8,1,0.7504292,['c'],1,left,['u'],1,0.0319058,0.4,1,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
1,8,1,0.5509378,['c'],0,right,['u'],1,0.0584424,0.1,0,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
2,8,1,0.701024,['c'],1,left,['u'],1,0.0952152,0.4,1,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
3,8,1,0.7012467,['n'],1,right,['u'],1,0.1294515,0.4,1,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
4,8,1,0.8011883,['c'],1,left,['u'],1,0.1426103,0.1,1,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
5,8,1,0.7173518,['n'],0,left,['e'],0,0.0945745,0.1,1,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
6,8,1,0.6006545,['c'],1,left,['e'],0,0.1338851,0.1,0,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
7,8,1,0.4837477,['c'],1,left,['u'],1,0.2393168,0.1,1,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
8,8,1,0.6346592,['c'],1,left,['e'],0,0.5755195,0.1,0,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
9,8,1,0.534931,['c'],1,left,['e'],0,0.0860372,0.1,0,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
10,8,1,0.6342216,['c'],1,left,['e'],0,0.1706597,0.1,0,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
11,8,1,0.5674956,['n'],1,right,['e'],0,0.0476092,0.1,0,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
12,8,1,0.8846576,['n'],1,right,['e'],0,0.0605241,0.4,0,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
13,8,1,0.4844108,['c'],1,left,['u'],1,0.0895767,0.4,1,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
14,8,1,0.5834821,['c'],1,left,['u'],1,0.4331822,0.2,1,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
15,8,1,0.500332,['c'],1,left,['u'],1,0.061977,0.2,1,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
16,8,1,0.4166259,['n'],0,left,['e'],0,0.2211723,0.1,1,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
17,8,1,0.6001319,['n'],1,right,['e'],0,0.0466109,0.2,0,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
18,8,1,0.5347971,['c'],1,left,['u'],1,0.0740518,0.4,1,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
19,8,1,0.9506901,['n'],1,right,['e'],0,0.0989491,0.1,0,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
20,8,1,0.7844026,['n'],1,right,['e'],0,0.161791,0.1,0,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
21,8,1,0.7167681,['n'],1,right,['u'],1,0.0977007,0.4,1,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
22,8,1,0.7839876,['c'],1,left,['u'],1,0.0168023,0.1,1,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
23,8,1,0.6334769,['n'],1,right,['e'],0,0.0416262,0.4,0,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
24,8,1,0.9350684,['n'],1,right,['e'],0,0.3403719,0.2,0,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
25,8,1,0.5843419,['c'],1,left,['e'],0,0.0816707,0.2,0,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
26,8,1,0.749606,['n'],1,right,['e'],0,0.0511234,0.2,0,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
27,8,1,0.633897,['n'],1,right,['e'],0,0.0577046,0.4,0,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
28,8,1,0.7510874,['n'],0,left,['u'],1,0.155762,0.4,0,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
29,8,1,0.6509988,['n'],1,right,['e'],0,0.1746696,0.2,0,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
30,8,1,0.701119,['n'],0,left,['e'],0,0.0935249,0.2,1,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
31,8,1,0.7834246,['n'],1,right,['u'],1,0.0456253,0.2,1,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
32,8,1,0.652033,['n'],1,right,['e'],0,0.083695,0.4,0,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
33,8,1,0.5844009,['n'],1,right,['e'],0,0.1082339,0.2,0,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
34,8,1,0.6842826,['c'],1,left,['e'],0,0.1579782,0.1,0,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
35,8,1,0.8673643,['n'],1,right,['e'],0,0.0559473,0.4,0,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
36,8,1,0.6340378,['n'],1,right,['u'],1,0.110815,0.4,1,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
37,8,1,0.5177549,['n'],1,right,['e'],0,0.1840587,0.1,0,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
38,8,1,1.3851839,['c'],1,left,['e'],0,0.0922354,0.1,0,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
39,8,1,0.6669328,['n'],0,left,['e'],0,0.0479357,0.2,1,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
40,8,1,0.6169768,['n'],1,right,['u'],1,0.039554,0.4,1,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
41,8,1,0.7340078,['n'],1,right,['e'],0,0.0442628,0.2,0,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
42,8,1,0.5840671,['c'],1,left,['u'],1,0.2126486,0.2,1,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
43,8,1,0.4491188,['n'],1,right,['u'],1,0.236953,0.1,1,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
44,8,1,0.6520148,['c'],1,left,['e'],0,0.123325,0.2,0,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
45,8,1,0.7176671,['n'],0,left,['e'],0,0.1248618,0.2,1,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
46,8,1,0.8175744,['c'],0,right,['u'],1,0.0411539,0.2,0,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
47,8,1,0.8678538,['n'],0,left,['e'],0,0.0872822,0.1,1,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
48,8,1,0.5008518,['c'],1,left,['u'],1,0.0985281,0.4,1,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
49,8,1,0.551295,['n'],0,left,['u'],1,0.0744901,0.2,0,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
50,8,1,0.6833678,['c'],0,right,['e'],0,0.0465887,0.2,1,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
51,8,1,0.6508176,['n'],1,right,['u'],1,0.0527308,0.4,1,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
52,8,1,0.9177833,['c'],1,left,['e'],0,0.0644916,0.1,0,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
53,8,1,0.68444,['n'],0,left,['e'],0,0.0373351,0.2,1,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
54,8,1,0.9498265,['n'],0,left,['e'],0,0.064863,0.1,1,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
55,8,1,0.5840385,['n'],1,right,['u'],1,0.2158807,0.4,1,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
56,8,1,0.4837694,['n'],1,right,['u'],1,0.6382014,0.4,1,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
57,8,1,0.8009881,['n'],1,right,['e'],0,0.0882479,0.2,0,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
58,8,1,0.4841866,['n'],1,right,['u'],1,0.0349278,0.4,1,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
59,8,1,0.3843633,['n'],1,right,['u'],1,0.4841691,0.4,1,0,FastFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
0,9,1,1.5011424,['n'],0,left,['u'],1,1.2103297,0.4,0,0,AccFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
1,9,1,1.7680256,['n'],1,right,['e'],0,0.1016301,0.1,0,0,AccFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
2,9,1,1.1682636,['n'],0,left,['u'],1,0.1008323,0.2,0,0,AccFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
3,9,1,0.7177395,['n'],1,right,['u'],1,0.1183161,0.2,1,0,AccFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
4,9,1,0.9509738,['n'],1,right,['u'],1,0.0623889,0.4,1,0,AccFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
5,9,1,1.0011221,['n'],0,left,['e'],0,0.0534676,0.2,1,0,AccFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
6,9,1,0.6677476,['n'],0,left,['e'],0,0.1234986,0.1,1,0,AccFast,3,18,Man,Right,NA,7,TRUE,TRUE,TRUE,TRUE
