withinblocktrial,block,block_repetition,rt,resp,acc,cresp,conf_press,cj,rtconf,coherence,metacognition,slow_trial,manipulation,sub_id,age,gender,handedness,X,batch,check1,check2,check3,check4
43,14,1,0.400923,['n'],0,left,['e'],1,0.1993388,0.4,0,0,AccFast,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
44,14,1,0.3507264,['n'],1,right,['e'],1,0.2438852,0.4,1,0,AccFast,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
45,14,1,0.3851214,['n'],0,left,['e'],1,0.2852764,0.1,0,0,AccFast,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
46,14,1,0.4348238,['n'],1,right,['e'],1,0.2587076,0.2,1,0,AccFast,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
47,14,1,0.4350338,['n'],1,right,['e'],1,0.2976923,0.1,1,0,AccFast,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
48,14,1,0.317147,['n'],0,left,['e'],1,0.3555848,0.2,0,0,AccFast,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
49,14,1,0.4013588,['n'],1,right,['e'],1,0.2802984,0.2,1,0,AccFast,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
50,14,1,0.3166931,['n'],1,right,['e'],1,0.3141906,0.1,1,0,AccFast,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
51,14,1,0.2837901,['n'],1,right,['e'],1,0.2200295,0.2,1,0,AccFast,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
52,14,1,0.283385,['n'],0,left,['e'],1,0.2185763,0.4,0,0,AccFast,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
53,14,1,0.3684426,['n'],0,left,['e'],1,0.1967988,0.1,0,0,AccFast,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
54,14,1,0.4501136,['n'],1,right,['e'],1,0.1973327,0.2,1,0,AccFast,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
55,14,1,0.3186989,['n'],0,left,['e'],1,0.2025894,0.2,0,0,AccFast,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
56,14,1,0.3668208,['n'],1,right,['e'],1,0.2467917,0.1,1,0,AccFast,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
57,14,1,0.3857881,['n'],1,right,['e'],1,0.2069827,0.4,1,0,AccFast,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
58,14,1,0.5001514,['n'],0,left,['e'],1,0.2133035,0.4,0,0,AccFast,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
59,14,1,0.4503386,['n'],1,right,['e'],1,0.2535898,0.1,1,0,AccFast,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
0,15,1,0.9679678,['c'],1,left,['e'],1,0.3330312,0.4,1,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
1,15,1,0.6323307,['n'],1,right,['e'],1,0.3133337,0.1,1,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
2,15,1,0.6842794,['c'],1,left,['e'],1,0.2747192,0.4,1,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
3,15,1,1.1000013,['n'],0,left,['u'],0,0.2715555,0.1,1,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
4,15,1,0.8844861,['c'],0,right,['u'],0,0.5785704,0.2,1,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
5,15,1,0.6344989,['c'],1,left,['u'],0,0.2368423,0.2,0,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
6,15,1,0.8160188,['c'],1,left,['e'],1,0.5017534,0.2,1,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
7,15,1,0.617557,['c'],1,left,['e'],1,0.2505485,0.1,1,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
8,15,1,0.4516444,['c'],1,left,['e'],1,0.2320382,0.4,1,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
9,15,1,0.5347866,['c'],1,left,['e'],1,0.2526179,0.1,1,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
10,15,1,0.4677379,['c'],1,left,['e'],1,0.2340162,0.4,1,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
11,15,1,0.550304,['c'],0,right,['e'],1,0.2450161,0.4,0,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
12,15,1,0.3679734,['c'],0,right,['e'],1,0.3022353,0.2,0,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
13,15,1,0.5010402,['c'],1,left,['e'],1,0.2486258,0.2,1,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
14,15,1,0.6174512,['n'],1,right,['e'],1,0.2085432,0.2,1,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
15,15,1,0.5499218,['n'],1,right,['e'],1,0.2770935,0.1,1,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
16,15,1,0.584682,['n'],1,right,['e'],1,0.2284801,0.2,1,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
17,15,1,0.6014317,['n'],0,left,['e'],1,0.2939176,0.4,0,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
18,15,1,0.5494743,['n'],1,right,['e'],1,0.3191171,0.4,1,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
19,15,1,0.5166362,['n'],1,right,['e'],1,0.3119386,0.2,1,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
20,15,1,0.6517415,['n'],1,right,['e'],1,0.3073827,0.4,1,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
21,15,1,0.4505628,['n'],1,right,['e'],1,0.263699,0.2,1,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
22,15,1,0.5344205,['n'],0,left,['e'],1,0.2581506,0.4,0,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
23,15,1,0.4673704,['n'],1,right,['e'],1,0.2874817,0.1,1,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
24,15,1,0.4834875,['n'],0,left,['e'],1,0.2517853,0.4,0,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
25,15,1,0.5174309,['n'],1,right,['e'],1,0.2464942,0.4,1,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
26,15,1,0.4849893,['n'],0,left,['e'],1,0.2753119,0.1,0,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
27,15,1,0.3335197,['n'],0,left,['e'],1,0.2704298,0.2,0,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
28,15,1,0.5014403,['n'],1,right,['e'],1,0.2490562,0.2,1,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
29,15,1,0.4675485,['n'],0,left,['e'],1,0.2468993,0.2,0,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
30,15,1,0.3671758,['n'],1,right,['e'],1,0.2334015,0.2,1,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
31,15,1,0.9187689,['n'],1,right,['e'],1,0.2285281,0.1,1,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
32,15,1,0.6181809,['n'],1,right,['e'],1,0.2445569,0.2,1,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
33,15,1,0.4673819,['n'],1,right,['e'],1,0.2516259,0.2,1,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
34,15,1,0.4995936,['n'],1,right,['e'],1,0.2319177,0.1,1,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
35,15,1,1.4522999,['c'],1,left,['e'],1,0.214188,0.4,1,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
36,15,1,0.6179555,['c'],1,left,['e'],1,0.2149695,0.2,1,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
37,15,1,0.8014445,['n'],1,right,['e'],1,0.2647861,0.1,1,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
38,15,1,0.5829436,['n'],1,right,['e'],1,0.2491516,0.4,1,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
39,15,1,0.5015925,['n'],0,left,['e'],1,0.2610037,0.1,0,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
40,15,1,0.4347172,['n'],1,right,['e'],1,0.2363956,0.4,1,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
41,15,1,0.4837051,['n'],0,left,['e'],1,0.2014422,0.1,0,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
42,15,1,0.4178072,['n'],1,right,['e'],1,0.2352372,0.1,1,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
43,15,1,0.5342414,['n'],1,right,['e'],1,0.2146169,0.4,1,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
44,15,1,0.9516231,['n'],0,left,['e'],1,0.2499212,0.2,0,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
45,15,1,1.4014386,['c'],1,left,['e'],1,0.1705209,0.2,1,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
46,15,1,1.3847215,['n'],0,left,['e'],1,0.2385376,0.1,0,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
47,15,1,0.9014618,['c'],0,right,['e'],1,0.5956618,0.2,0,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
48,15,1,0.7351993,['c'],1,left,['e'],1,0.2738399,0.1,1,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
49,15,1,0.58389,['c'],1,left,['e'],1,0.2167562,0.1,1,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
50,15,1,0.6344996,['c'],1,left,['e'],1,0.5128921,0.1,1,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
51,15,1,0.40104,['c'],0,right,['e'],1,0.2556136,0.1,0,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
52,15,1,0.4834673,['c'],0,right,['e'],1,0.2353786,0.1,0,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
53,15,1,0.4675648,['c'],1,left,['e'],1,0.2097086,0.4,1,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
54,15,1,0.4999812,['c'],0,right,['e'],1,0.2238965,0.4,0,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
55,15,1,0.8515167,['c'],1,left,['e'],1,0.2313247,0.2,1,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
56,15,1,0.5343722,['c'],1,left,['e'],1,0.2188901,0.4,1,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
57,15,1,0.93536,['c'],1,left,['e'],1,0.1910276,0.4,1,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
58,15,1,0.4515867,['c'],0,right,['e'],1,0.2400975,0.4,0,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
59,15,1,0.4676411,['c'],0,right,['e'],1,0.5742399,0.1,0,0,AccAcc,20,17,Woman,Right,NA,2,TRUE,TRUE,TRUE,TRUE
0,4,1,2.7674592,['c'],0,right,['e'],0,2.1568672,0.1,1,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
1,4,1,2.7008775,['c'],0,right,['u'],1,0.4462103,0.1,0,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
2,4,1,1.848874,['c'],0,right,['u'],1,0.8536473,0.4,0,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
3,4,1,4.4841353,['n'],0,left,['e'],0,0.8988246,0.1,1,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
4,4,1,3.4838992,['c'],0,right,['u'],1,0.8387599,0.4,0,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
5,4,1,3.1014421,['c'],0,right,['u'],1,1.6925416,0.2,0,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
6,4,1,1.2176087,['c'],1,left,['u'],1,0.8434259,0.2,1,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
7,4,1,1.7837673,['c'],0,right,['u'],1,0.7589296,0.4,0,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
8,4,1,2.066481,['c'],1,left,['u'],1,0.761207,0.2,1,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
9,4,1,3.3161074,['n'],1,right,['e'],0,0.5377696,0.1,0,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
10,4,1,1.6836643,['c'],1,left,['u'],1,0.6758242,0.4,1,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
11,4,1,4.4818064,['c'],0,right,['e'],0,1.1131933,0.1,1,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
12,4,1,1.0496868,['c'],1,left,['u'],1,0.5330627,0.1,1,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
13,4,1,0.9160258,['c'],1,left,['u'],1,0.4299022,0.4,1,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
14,4,1,1.2830274,['n'],1,right,['u'],1,0.5722212,0.2,1,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
15,4,1,3.1826869,['c'],0,right,['u'],1,0.6169382,0.4,0,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
16,4,1,1.7167999,['c'],0,right,['u'],1,0.3343961,0.2,0,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
17,4,1,1.166722,['c'],1,left,['u'],1,0.965158,0.1,1,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
18,4,1,1.233062,['c'],0,right,['e'],0,0.3677064,0.1,1,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
19,4,1,1.0164571,['c'],0,right,['u'],1,0.2510129,0.2,0,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
20,4,1,1.2669084,['c'],1,left,['u'],1,0.6410008,0.2,1,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
21,4,1,2.2664764,['c'],1,left,['u'],1,0.2719495,0.1,1,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
22,4,1,1.1495532,['c'],0,right,['u'],1,0.2178603,0.1,0,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
24,4,1,0.9007565,['c'],1,left,['u'],1,0.2812839,0.4,1,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
25,4,1,1.7677675,['c'],1,left,['e'],0,0.5700643,0.2,0,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
26,4,1,1.1849106,['c'],1,left,['u'],1,0.278568,0.1,1,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
27,4,1,2.7499818,['n'],1,right,['e'],0,0.5922347,0.2,0,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
28,4,1,1.1343941,['c'],1,left,['u'],1,0.2381924,0.1,1,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
29,4,1,1.4002425,['c'],1,left,['u'],1,0.575567,0.1,1,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
30,4,1,1.1334975,['n'],0,left,['u'],1,0.6384069,0.1,0,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
31,4,1,1.2847281,['n'],0,left,['e'],0,0.3722474,0.1,1,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
32,4,1,1.2999562,['c'],1,left,['u'],1,0.5961818,0.2,1,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
33,4,1,1.2678646,['c'],1,left,['u'],1,0.2682429,0.4,1,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
34,4,1,1.6503361,['n'],0,left,['e'],0,0.5622977,0.1,1,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
35,4,1,1.1831666,['n'],1,right,['u'],1,0.4629698,0.1,1,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
36,4,1,0.9843593,['c'],1,left,['u'],1,0.4396265,0.2,1,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
37,4,1,2.3179353,['c'],1,left,['e'],0,0.3644057,0.1,0,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
38,4,1,2.4496874,['c'],0,right,['e'],0,0.4626994,0.2,1,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
39,4,1,1.0511146,['n'],1,right,['u'],1,0.5165074,0.4,1,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
40,4,1,1.3497071,['c'],1,left,['u'],1,0.5412973,0.2,1,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
41,4,1,1.6843232,['c'],1,left,['u'],1,0.4066674,0.1,1,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
42,4,1,1.7178985,['n'],1,right,['e'],0,0.5967461,0.4,0,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
43,4,1,1.2159885,['c'],0,right,['e'],0,0.3203358,0.4,1,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
44,4,1,0.8834738,['n'],1,right,['u'],1,0.9136658,0.4,1,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
45,4,1,0.9341137,['c'],1,left,['u'],1,0.9379952,0.4,1,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
46,4,1,1.4829621,['n'],1,right,['u'],1,0.5882041,0.2,1,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
47,4,1,1.433575,['n'],1,right,['u'],1,0.6382587,0.4,1,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
48,4,1,2.0674905,['c'],0,right,['e'],0,0.5011329,0.2,1,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
49,4,1,0.9836796,['n'],1,right,['u'],1,0.445243,0.4,1,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
50,4,1,2.2506951,['c'],0,right,['e'],0,0.3718848,0.2,1,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
51,4,1,1.5671909,['n'],1,right,['e'],0,0.4094164,0.4,0,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
52,4,1,1.7174565,['c'],1,left,['e'],0,0.7592937,0.1,0,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
53,4,1,1.5846533,['c'],1,left,['e'],0,0.8928129,0.4,0,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
54,4,1,1.5843954,['c'],1,left,['e'],0,0.3168857,0.2,0,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
55,4,1,1.9510944,['c'],1,left,['e'],0,0.8210193,0.4,0,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
56,4,1,2.2677404,['n'],1,right,['e'],0,0.3326147,0.2,0,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
57,4,1,2.850176,['n'],0,left,['e'],0,0.6241946,0.4,1,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
58,4,1,2.5338889,['n'],1,right,['e'],0,0.4211094,0.2,0,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
59,4,1,1.2842717,['c'],1,left,['u'],1,0.5959441,0.4,1,0,AccAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
0,5,1,0.7998695,['c'],1,left,['u'],1,4.0699612,0.4,1,0,FastAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
1,5,1,0.4825921,['n'],0,left,['e'],0,0.6124439,0.2,1,0,FastAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
2,5,1,0.3507103,['c'],1,left,['u'],1,0.3999267,0.4,1,0,FastAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
3,5,1,0.6679208,['n'],1,right,['u'],1,1.1272133,0.4,1,0,FastAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
4,5,1,0.5179195,['c'],1,left,['u'],1,0.8406386,0.2,1,0,FastAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
5,5,1,1.0842343,['c'],1,left,['u'],1,1.4550733,0.4,1,0,FastAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
6,5,1,0.5677886,['n'],1,right,['u'],1,1.2489897,0.4,1,0,FastAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
7,5,1,0.6174888,['c'],0,right,['u'],1,1.0327683,0.2,0,0,FastAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
8,5,1,1.3174324,['n'],1,right,['e'],0,1.5014764,0.1,0,0,FastAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
9,5,1,0.8327125,['n'],1,right,['e'],0,0.5477796,0.2,0,0,FastAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
10,5,1,0.5514612,['c'],0,right,['e'],0,0.8583246,0.4,1,0,FastAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
11,5,1,0.8507661,['c'],1,left,['e'],0,0.5204517,0.1,0,0,FastAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
12,5,1,1.0179953,['n'],1,right,['e'],0,0.5094643,0.1,0,0,FastAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
13,5,1,0.8674679,['n'],1,right,['e'],0,2.3775095,0.4,0,0,FastAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
14,5,1,0.9343892,['c'],1,left,['u'],1,0.7284635,0.2,1,0,FastAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
15,5,1,0.4350883,['c'],1,left,['u'],1,0.7641299,0.1,1,0,FastAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
16,5,1,0.4336636,['n'],0,left,['e'],0,0.8318318,0.4,1,0,FastAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
17,5,1,1.2006309,['n'],1,right,['e'],0,0.4482842,0.1,0,0,FastAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
18,5,1,1.5659802,['n'],1,right,['e'],0,0.6264974,0.2,0,0,FastAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
19,5,1,0.6834643,['c'],1,left,['u'],1,0.4330206,0.2,1,0,FastAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
20,5,1,0.6346365,['c'],1,left,['u'],1,0.4087917,0.4,1,0,FastAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
21,5,1,1.6494891,['c'],0,right,['e'],0,0.6828703,0.1,1,0,FastAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
22,5,1,0.6008108,['c'],1,left,['u'],1,0.4727116,0.1,1,0,FastAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
23,5,1,0.7175415,['n'],1,right,['u'],1,1.43591,0.4,1,0,FastAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
24,5,1,0.7681494,['n'],1,right,['e'],0,0.4065919,0.1,0,0,FastAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
25,5,1,1.1014965,['c'],1,left,['u'],1,1.0371694,0.1,1,0,FastAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
26,5,1,1.1355339,['n'],0,left,['e'],0,1.3216783,0.1,1,0,FastAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
27,5,1,0.6178311,['c'],0,right,['e'],0,0.8949196,0.2,1,0,FastAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
28,5,1,0.7846785,['n'],0,left,['e'],0,1.2788285,0.1,1,0,FastAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
29,5,1,0.5173655,['c'],0,right,['e'],0,1.0177646,0.1,1,0,FastAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
30,5,1,0.6176824,['c'],0,right,['e'],0,1.2275636,0.1,1,0,FastAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
31,5,1,0.801004,['n'],1,right,['e'],0,0.6047459,0.1,0,0,FastAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
32,5,1,0.8510323,['c'],1,left,['e'],0,0.5973511,0.2,0,0,FastAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
33,5,1,0.7340358,['n'],1,right,['e'],0,0.7865113,0.4,0,0,FastAcc,21,18,Woman,Right,NA,6,TRUE,TRUE,TRUE,TRUE
