withinblocktrial,block,block_repetition,rt,resp,acc,cresp,conf_press,cj,rtconf,coherence,slow_trial,manipulation,sub_id,age,gender,handedness,X,batch,check1,check2,check3,check4
57,7,1,1.4338428,['n'],1,right,['3'],4,0.1679059,0.2,0,FastAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
58,7,1,1.1337689,['c'],1,left,['3'],4,0.2010085,0.1,0,FastAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
59,7,1,1.7002172,['n'],1,right,['3'],4,0.2174044,0.4,0,FastAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
0,8,1,0.8039326,['c'],1,left,['3'],4,0.1679502,0.4,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
1,8,1,0.5828819,['c'],1,left,['3'],4,0.1177002,0.4,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
2,8,1,0.4838697,['c'],0,right,['3'],4,0.1014433,0.4,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
3,8,1,0.5175761,['c'],1,left,['8'],3,0.0676585,0.2,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
4,8,1,0.450918,['c'],0,right,['8'],3,0.4011331,0.1,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
5,8,1,0.5507963,['c'],1,left,['8'],3,0.0837346,0.4,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
6,8,1,0.8665839,['n'],0,left,['3'],4,0.0833209,0.1,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
7,8,1,0.7172368,['c'],1,left,['8'],3,0.2499523,0.1,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
8,8,1,1.1678597,['n'],1,right,['3'],4,0.1327394,0.1,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
9,8,1,1.0353853,['c'],1,left,['2'],5,0.2166737,0.4,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
10,8,1,0.7511808,['c'],1,left,['2'],5,0.2681176,0.4,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
11,8,1,0.7503759,['c'],0,right,['3'],4,0.2831844,0.1,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
12,8,1,1.4016427,['n'],1,right,['8'],3,0.2007516,0.2,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
13,8,1,0.6672355,['c'],1,left,['3'],4,0.167693,0.4,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
14,8,1,0.8008123,['n'],0,left,['8'],3,0.1343644,0.4,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
15,8,1,1.2337622,['c'],0,right,['3'],4,0.2002002,0.4,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
16,8,1,1.168256,['n'],1,right,['3'],4,0.083783,0.1,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
17,8,1,1.266512,['n'],1,right,['8'],3,0.2015048,0.4,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
18,8,1,2.1679347,['n'],0,left,['3'],4,0.2343712,0.2,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
19,8,1,0.9844831,['c'],0,right,['3'],4,0.1176936,0.2,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
20,8,1,1.0511436,['n'],0,left,['3'],4,0.1511374,0.1,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
21,8,1,0.9178754,['n'],1,right,['3'],4,0.2173599,0.2,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
22,8,1,2.366378,['n'],0,left,['3'],4,0.218394,0.2,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
23,8,1,0.683292,['n'],0,left,['3'],4,0.2845482,0.4,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
24,8,1,0.9995445,['n'],1,right,['3'],4,0.1350304,0.1,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
25,8,1,1.7332191,['c'],0,right,['8'],3,0.2685068,0.4,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
26,8,1,1.1674003,['n'],0,left,['3'],4,0.151411,0.2,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
27,8,1,1.550968,['n'],1,right,['3'],4,0.3010831,0.4,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
28,8,1,1.1011262,['c'],0,right,['3'],4,0.1674971,0.2,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
29,8,1,1.3676588,['c'],1,left,['3'],4,0.2176659,0.4,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
30,8,1,1.9998513,['n'],1,right,['3'],4,0.1348062,0.1,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
31,8,1,0.8509118,['n'],1,right,['3'],4,0.083883,0.2,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
32,8,1,1.5007299,['c'],0,right,['3'],4,0.2009948,0.1,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
33,8,1,1.6679028,['c'],1,left,['3'],4,0.3003576,0.1,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
34,8,1,0.7184687,['c'],1,left,['3'],4,0.13396,0.1,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
35,8,1,0.7833435,['n'],0,left,['3'],4,0.0678025,0.2,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
36,8,1,0.8339321,['n'],1,right,['3'],4,0.0673486,0.4,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
37,8,1,0.5325172,['n'],1,right,['3'],4,0.0516611,0.4,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
38,8,1,0.650505,['c'],0,right,['8'],3,0.0674883,0.1,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
39,8,1,0.9837582,['c'],1,left,['9'],2,0.1512959,0.2,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
40,8,1,0.9162674,['n'],0,left,['3'],4,0.0347031,0.4,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
41,8,1,0.6840903,['n'],0,left,['3'],4,0.051339,0.2,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
42,8,1,1.5014297,['c'],0,right,['8'],3,0.301351,0.2,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
43,8,1,1.6830505,['c'],1,left,['3'],4,0.2169946,0.1,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
44,8,1,1.6852194,['n'],0,left,['3'],4,0.2344959,0.2,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
45,8,1,0.7173776,['c'],1,left,['3'],4,0.1329254,0.4,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
46,8,1,0.9010427,['c'],1,left,['3'],4,0.1512909,0.2,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
47,8,1,0.7993638,['c'],0,right,['2'],5,0.1679308,0.2,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
48,8,1,1.633571,['c'],0,right,['3'],4,0.2176388,0.2,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
49,8,1,1.6337441,['c'],1,left,['3'],4,0.1844788,0.1,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
50,8,1,1.2341343,['n'],0,left,['3'],4,0.1687482,0.1,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
51,8,1,0.8509111,['n'],0,left,['3'],4,0.134485,0.4,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
52,8,1,0.9672479,['n'],1,right,['3'],4,0.1843955,0.1,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
53,8,1,0.9341089,['n'],1,right,['3'],4,0.184809,0.1,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
54,8,1,0.9677631,['n'],1,right,['3'],4,0.1011039,0.2,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
55,8,1,1.4846017,['n'],1,right,['3'],4,0.1679029,0.2,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
56,8,1,3.8338963,['c'],0,right,['8'],3,0.1836971,0.1,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
57,8,1,1.0325305,['n'],1,right,['8'],3,0.168025,0.4,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
58,8,1,0.8998879,['c'],1,left,['8'],3,0.2172288,0.2,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
59,8,1,0.5676585,['c'],0,right,['8'],3,0.2178064,0.1,0,FastFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
0,9,1,1.2517554,['n'],1,right,['8'],3,0.1022623,0.4,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
1,9,1,0.8000708,['n'],1,right,['8'],3,0.1845617,0.4,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
2,9,1,0.8331859,['c'],0,right,['3'],4,0.1843935,0.2,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
3,9,1,0.6842026,['c'],1,left,['3'],4,0.1345011,0.1,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
4,9,1,0.900133,['n'],0,left,['3'],4,0.0834663,0.4,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
5,9,1,0.7664462,['c'],0,right,['3'],4,0.0688096,0.2,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
6,9,1,0.6839834,['c'],0,right,['3'],4,0.1176785,0.1,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
7,9,1,0.7671754,['c'],1,left,['3'],4,0.084432,0.4,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
8,9,1,0.6667228,['c'],1,left,['3'],4,0.0337397,0.1,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
9,9,1,0.7508184,['n'],0,left,['8'],3,0.1183374,0.4,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
10,9,1,1.0170969,['n'],1,right,['8'],3,0.1159466,0.4,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
11,9,1,0.9180604,['c'],1,left,"['3', '8']",4,0.1665842,0.2,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
12,9,1,0.784495,['c'],1,left,['8'],3,0.2179768,0.1,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
13,9,1,0.8175624,['c'],0,right,['8'],3,0.0843099,0.1,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
14,9,1,0.7174297,['c'],1,left,['3'],4,0.1677093,0.1,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
15,9,1,0.9339489,['c'],0,right,['3'],4,0.1851965,0.1,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
16,9,1,0.8517911,['c'],1,left,['8'],3,0.2342565,0.4,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
17,9,1,0.8000185,['c'],0,right,['3'],4,0.2009208,0.4,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
18,9,1,0.850589,['c'],1,left,['3'],4,0.1176186,0.4,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
19,9,1,1.0834863,['c'],0,right,['3'],4,0.1515322,0.4,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
20,9,1,0.966508,['c'],0,right,['3'],4,0.1008927,0.2,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
21,9,1,0.7009142,['c'],1,left,['3'],4,0.1174235,0.2,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
22,9,1,0.8341889,['n'],0,left,['3'],4,0.1010484,0.4,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
23,9,1,0.6343833,['c'],1,left,['8'],3,0.1676379,0.2,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
24,9,1,1.1160661,['n'],0,left,['3'],4,0.1671125,0.2,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
25,9,1,1.0346332,['n'],1,right,['3'],4,0.4507132,0.1,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
26,9,1,0.9839198,['n'],1,right,['3'],4,0.0843696,0.2,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
27,9,1,0.7340982,['c'],1,left,['8'],3,0.1501016,0.1,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
28,9,1,0.8517432,['c'],1,left,['8'],3,0.1343922,0.2,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
29,9,1,1.0850101,['c'],1,left,['8'],3,0.1180048,0.2,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
30,9,1,1.1665206,['n'],0,left,['3'],4,0.1351639,0.2,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
31,9,1,0.9513859,['c'],1,left,['8'],3,0.133875,0.4,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
32,9,1,0.9010875,['n'],1,right,['3'],4,0.1163076,0.2,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
33,9,1,0.8668302,['n'],1,right,['3'],4,0.2343431,0.1,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
34,9,1,0.8838788,['c'],1,left,['3'],4,0.1661072,0.2,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
35,9,1,0.9018522,['n'],1,right,['3'],4,0.1176683,0.4,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
36,9,1,0.9319219,['c'],0,right,['3'],4,0.135417,0.1,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
37,9,1,1.1339114,['c'],1,left,['3'],4,2.4845641,0.1,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
38,9,1,1.4676992,['n'],1,right,['3'],4,0.1007196,0.2,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
39,9,1,0.9344946,['n'],0,left,['3'],4,0.0847451,0.1,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
40,9,1,0.9009091,['c'],1,left,['3'],4,0.1332404,0.4,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
41,9,1,1.666952,['c'],0,right,['3'],4,0.1510636,0.2,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
42,9,1,0.867408,['c'],0,right,['3'],4,0.1346697,0.1,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
43,9,1,0.7844496,['c'],0,right,['3'],4,0.134516,0.2,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
44,9,1,0.7004414,['c'],0,right,['3'],4,0.1169661,0.1,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
45,9,1,0.9840447,['c'],1,left,['8'],3,0.2000888,0.1,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
46,9,1,1.3174253,['n'],0,left,['3'],4,0.1671003,0.1,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
47,9,1,0.9841524,['c'],0,right,['3'],4,0.1350388,0.2,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
48,9,1,0.9502723,['n'],0,left,['3'],4,0.1017074,0.4,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
49,9,1,1.0501813,['n'],1,right,['3'],4,0.1011268,0.4,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
50,9,1,1.1340027,['n'],0,left,['3'],4,0.1499095,0.2,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
51,9,1,0.8016458,['n'],1,right,['3'],4,0.1345397,0.2,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
52,9,1,1.3171051,['n'],1,right,['3'],4,0.1176576,0.4,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
53,9,1,1.0005704,['n'],1,right,['3'],4,0.1173874,0.1,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
54,9,1,0.8505304,['n'],0,left,['3'],4,0.1349707,0.2,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
55,9,1,1.0997214,['n'],0,left,['3'],4,0.1018825,0.1,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
56,9,1,0.9011473,['n'],1,right,['3'],4,0.0830737,0.4,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
57,9,1,1.3848446,['n'],0,left,['3'],4,0.1338075,0.4,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
58,9,1,0.8343448,['n'],1,right,['3'],4,0.0845126,0.1,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
59,9,1,0.9340539,['n'],1,right,['3'],4,0.1176865,0.4,0,AccFast,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
0,10,1,0.852251,['c'],1,left,['3'],4,0.2504047,0.2,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
1,10,1,0.8005402,['c'],1,left,['3'],4,0.2010117,0.2,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
2,10,1,0.6672164,['n'],1,right,['3'],4,0.2008075,0.1,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
3,10,1,0.8844827,['n'],0,left,['2'],5,0.251318,0.2,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
4,10,1,0.6843418,['c'],0,right,['3'],4,0.2844813,0.1,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
5,10,1,2.0012636,['c'],0,right,['3'],4,0.3345295,0.2,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
6,10,1,0.6842382,['c'],1,left,['3'],4,0.2164692,0.1,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
7,10,1,0.8677094,['n'],1,right,['3'],4,0.1336085,0.4,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
8,10,1,1.0838902,['n'],1,right,['3'],4,0.1340641,0.1,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
9,10,1,0.9512349,['n'],1,right,['3'],4,0.1678799,0.4,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
10,10,1,1.4337233,['n'],1,right,['3'],4,0.1344089,0.2,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
11,10,1,1.1340426,['n'],1,right,['3'],4,0.1676415,0.4,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
12,10,1,1.4672055,['n'],1,right,['3'],4,0.284477,0.4,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
13,10,1,0.8339171,['n'],0,left,['3'],4,0.1008951,0.2,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
14,10,1,1.5335145,['n'],1,right,['8'],3,0.1675463,0.1,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
15,10,1,0.8007265,['n'],0,left,['8'],3,2.1676726,0.4,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
16,10,1,0.9683964,['n'],0,left,['3'],4,0.1335454,0.1,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
17,10,1,0.9841316,['n'],1,right,['3'],4,0.1015161,0.2,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
18,10,1,1.5997004,['n'],1,right,['3'],4,0.1351544,0.4,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
19,10,1,1.1328605,['c'],0,right,['3'],4,0.8517457,0.2,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
20,10,1,1.0342114,['n'],0,left,['3'],4,0.0512345,0.1,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
21,10,1,0.8842135,['c'],1,left,['3'],4,0.0843056,0.4,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
22,10,1,1.7668164,['c'],0,right,['3'],4,0.1345836,0.4,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
23,10,1,0.8832932,['c'],1,left,['3'],4,0.134419,0.1,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
24,10,1,0.5830261,['c'],1,left,['3'],4,0.0351776,0.1,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
25,10,1,0.6177433,['c'],1,left,['3'],4,0.0341861,0.4,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
26,10,1,1.2010715,['c'],1,left,['8'],3,0.1511287,0.4,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
27,10,1,1.2342636,['c'],1,left,['8'],3,0.1500038,0.1,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
28,10,1,0.8013179,['c'],1,left,['3'],4,0.1685361,0.4,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
29,10,1,0.8174549,['c'],1,left,['3'],4,0.1183413,0.1,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
30,10,1,1.0009642,['c'],0,right,['3'],4,0.2344354,0.2,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
31,10,1,1.2844032,['c'],1,left,['3'],4,0.2015477,0.4,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
32,10,1,1.0335726,['n'],1,right,['3'],4,0.1498527,0.4,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
33,10,1,1.418259,['c'],1,left,['3'],4,0.1832072,0.1,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
34,10,1,0.8008299,['c'],1,left,['3'],4,0.1513759,0.2,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
35,10,1,0.901472,['c'],0,right,['3'],4,0.1171789,0.4,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
36,10,1,1.0831964,['c'],0,right,['3'],4,0.2181456,0.2,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
37,10,1,1.9826739,['c'],1,left,['3'],4,0.2018396,0.1,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
38,10,1,0.90044,['c'],1,left,['3'],4,0.1012883,0.1,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
39,10,1,0.8007864,['c'],0,right,['3'],4,0.167551,0.1,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
40,10,1,0.7516184,['c'],0,right,['3'],4,0.0509599,0.2,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
41,10,1,0.8010161,['c'],1,left,['3'],4,0.0674406,0.2,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
42,10,1,1.033534,['c'],1,left,['3'],4,0.1675335,0.2,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
43,10,1,2.9172943,['n'],0,left,['3'],4,0.1511325,0.4,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
44,10,1,1.0511743,['c'],1,left,['3'],4,0.0843983,0.1,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
45,10,1,0.8008399,['c'],1,left,['3'],4,0.0513105,0.4,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
46,10,1,1.3166013,['c'],1,left,['3'],4,0.1336104,0.1,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
47,10,1,0.7685937,['c'],0,right,['3'],4,0.1344097,0.2,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
48,10,1,1.0172438,['c'],0,right,['3'],4,0.1839478,0.1,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
49,10,1,1.4345384,['n'],1,right,['3'],4,0.117431,0.4,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
50,10,1,0.8510345,['c'],1,left,['3'],4,0.1856087,0.4,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
51,10,1,0.5846626,['c'],1,left,['3'],4,0.1345051,0.1,0,AccAcc,6,18,Woman,Right,NA,20,TRUE,TRUE,TRUE,TRUE
