withinblocktrial,block,block_repetition,rt,resp,acc,cresp,conf_press,cj,rtconf,coherence,slow_trial,manipulation,sub_id,age,gender,handedness,X,batch,check1,check2,check3,check4
0,4,1,1.2001415,['n'],1,right,['0'],6,0.617424,0.4,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
1,4,1,1.1660117,['c'],0,right,['9'],5,0.5841204,0.1,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
2,4,1,1.1667766,['c'],1,left,['0'],6,0.2837793,0.1,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
3,4,1,1.5840341,['n'],0,left,['0'],6,0.3336552,0.1,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
4,4,1,1.0001315,['n'],1,right,['0'],6,0.4338656,0.2,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
5,4,1,0.9509218,['c'],1,left,['0'],6,0.3004324,0.1,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
6,4,1,0.7508045,['c'],1,left,['0'],6,0.2500369,0.4,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
7,4,1,1.2163282,['n'],1,right,['9'],5,0.6338413,0.1,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
8,4,1,0.9502103,['n'],1,right,['0'],6,0.2839464,0.2,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
9,4,1,0.8670566,['c'],0,right,['0'],6,0.267735,0.1,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
10,4,1,0.6502349,['c'],1,left,['0'],6,0.2837299,0.4,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
11,4,1,1.249383,['n'],1,right,['9'],5,0.4003137,0.1,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
12,4,1,1.1669613,['n'],1,right,['0'],6,0.5335781,0.4,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
13,4,1,1.1836844,['c'],0,right,['9'],5,0.5671374,0.1,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
14,4,1,0.8671192,['c'],1,left,['0'],6,0.2170477,0.2,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
15,4,1,0.7177533,['c'],1,left,['0'],6,0.2006348,0.2,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
16,4,1,0.7166908,['c'],1,left,['0'],6,0.3170424,0.1,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
17,4,1,1.0835322,['n'],1,right,['0'],6,0.2669885,0.2,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
18,4,1,0.866558,['c'],1,left,['0'],6,0.2172928,0.2,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
19,4,1,1.0671583,['n'],1,right,['0'],6,0.3170891,0.2,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
20,4,1,0.9669652,['c'],1,left,['0'],6,0.1837837,0.1,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
21,4,1,1.5672445,['n'],1,right,['1'],1,0.8168927,0.1,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
22,4,1,1.0000882,['c'],0,right,['0'],6,0.2670874,0.1,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
23,4,1,0.7672134,['c'],1,left,['0'],6,0.2503844,0.1,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
24,4,1,0.4330969,['n'],1,right,['0'],6,0.233918,0.4,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
25,4,1,0.6668328,['c'],1,left,['0'],6,0.1671258,0.4,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
26,4,1,0.5164486,['c'],1,left,['0'],6,0.183804,0.2,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
27,4,1,0.6339052,['c'],1,left,['0'],6,0.1671989,0.2,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
28,4,1,0.7669132,['c'],1,left,['0'],6,0.1341174,0.2,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
29,4,1,0.9502257,['n'],1,right,['0'],6,0.2172269,0.2,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
30,4,1,2.2837837,['c'],0,right,['2'],2,0.4836352,0.1,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
31,4,1,0.7333983,['c'],1,left,['0'],6,0.5005328,0.2,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
32,4,1,0.8666141,['c'],1,left,['0'],6,0.2170157,0.4,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
33,4,1,0.9157401,['n'],1,right,['0'],6,0.2837427,0.4,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
34,4,1,0.5491132,['c'],1,left,['0'],6,0.2506922,0.1,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
35,4,1,0.8666255,['n'],1,right,['0'],6,0.2838701,0.4,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
36,4,1,0.6665982,['c'],1,left,['0'],6,0.2004675,0.2,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
37,4,1,0.633381,['c'],1,left,['0'],6,0.2504441,0.2,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
38,4,1,0.5839354,['c'],1,left,['0'],6,0.2003027,0.4,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
39,4,1,0.6172692,['c'],1,left,['0'],6,0.2009755,0.2,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
40,4,1,0.833388,['n'],1,right,['0'],6,0.233935,0.2,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
41,4,1,1.2840646,['n'],1,right,['0'],6,0.216886,0.4,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
42,4,1,1.36635,['c'],0,right,['2'],2,0.95058,0.4,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
43,4,1,1.2159931,['n'],1,right,['2'],2,0.5839719,0.1,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
44,4,1,1.6343896,['n'],1,right,['3'],3,0.9504067,0.2,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
45,4,1,0.7833787,['n'],1,right,['0'],6,0.3172458,0.4,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
46,4,1,0.5829002,['c'],1,left,['0'],6,0.2336171,0.1,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
47,4,1,0.7675706,['c'],1,left,['0'],6,0.2169999,0.2,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
48,4,1,0.5341762,['c'],1,left,['0'],6,0.2171793,0.4,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
49,4,1,0.8169351,['c'],1,left,['0'],6,0.3338751,0.4,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
50,4,1,0.8171232,['n'],1,right,['0'],6,0.2003632,0.4,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
51,4,1,0.6510556,['c'],0,right,['0'],6,0.1672768,0.1,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
52,4,1,0.6846074,['n'],1,right,['0'],6,0.2003623,0.4,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
53,4,1,0.5670154,['c'],0,right,['0'],6,0.2006071,0.2,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
54,4,1,0.5002539,['c'],1,left,['0'],6,0.2004239,0.4,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
55,4,1,0.6002849,['c'],1,left,['0'],6,0.1504116,0.4,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
56,4,1,0.8505981,['n'],1,right,['0'],6,0.2172629,0.2,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
57,4,1,0.6344412,['c'],1,left,['0'],6,0.2005403,0.1,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
58,4,1,0.5168395,['c'],0,right,['0'],6,0.150728,0.1,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
59,4,1,0.4494634,['c'],1,left,['0'],6,0.1506301,0.4,0,FastFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
0,5,1,2.5675476,['c'],1,left,['0'],6,0.2503548,0.1,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
1,5,1,1.7001548,['c'],1,left,['0'],6,0.1005414,0.4,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
2,5,1,1.800038,['c'],1,left,['9'],5,0.5672668,0.1,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
3,5,1,2.717451,['n'],1,right,['8'],4,0.6173764,0.2,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
4,5,1,1.7168619,['c'],0,right,['3'],3,0.9838839,0.1,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
5,5,1,1.4011121,['n'],1,right,['8'],4,0.5669259,0.1,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
6,5,1,1.0498281,['c'],1,left,['0'],6,0.1838502,0.2,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
7,5,1,1.4837795,['c'],1,left,['0'],6,0.2675327,0.4,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
8,5,1,4.0002699,['c'],0,right,['1'],1,0.4174312,0.1,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
9,5,1,2.616606,['c'],0,right,['3'],3,0.8339089,0.2,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
10,5,1,3.1842107,['c'],1,left,['3'],3,0.5838626,0.1,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
11,5,1,1.5839411,['n'],1,right,['8'],4,0.484256,0.2,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
12,5,1,1.383743,['c'],1,left,['0'],6,0.8339002,0.4,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
13,5,1,2.0162837,['n'],1,right,['9'],5,0.2838382,0.2,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
14,5,1,1.2336292,['n'],1,right,['0'],6,0.6335851,0.4,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
15,5,1,1.1008125,['c'],1,left,['0'],6,0.2838352,0.4,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
16,5,1,4.1827182,['n'],0,left,['8'],4,0.4005707,0.1,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
17,5,1,1.4337968,['n'],1,right,['0'],6,0.2172153,0.4,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
18,5,1,1.4838247,['c'],1,left,['0'],6,0.2170298,0.4,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
19,5,1,2.2504912,['c'],1,left,['8'],4,0.6003611,0.2,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
20,5,1,2.7832838,['n'],1,right,['1'],1,0.3173185,0.2,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
21,5,1,1.4833824,['c'],1,left,['0'],6,0.3671521,0.4,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
23,5,1,1.6507502,['n'],1,right,['3'],3,1.567208,0.1,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
24,5,1,1.6668278,['n'],1,right,['9'],5,0.6839572,0.4,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
25,5,1,1.6170094,['c'],1,left,['0'],6,0.4003095,0.2,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
26,5,1,4.2509208,['c'],1,left,['2'],2,0.7339519,0.1,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
27,5,1,0.9672047,['n'],1,right,['0'],6,0.3006308,0.4,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
28,5,1,0.9001106,['c'],1,left,['0'],6,0.1671549,0.4,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
29,5,1,1.1833599,['n'],1,right,['0'],6,0.1673461,0.2,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
30,5,1,2.3660489,['n'],1,right,['8'],4,0.6504883,0.2,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
31,5,1,2.5835069,['c'],1,left,['2'],2,0.6007102,0.1,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
32,5,1,0.749977,['n'],1,right,['0'],6,0.2342827,0.4,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
33,5,1,2.4665651,['c'],0,right,['8'],4,1.1504225,0.2,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
34,5,1,0.749311,['n'],1,right,['0'],6,0.3672103,0.4,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
35,5,1,0.9171771,['c'],1,left,['0'],6,0.5507221,0.2,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
36,5,1,2.0827383,['n'],0,left,['8'],4,1.3505342,0.1,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
37,5,1,1.0159899,['n'],1,right,['0'],6,0.1837961,0.2,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
38,5,1,0.7666891,['n'],1,right,['0'],6,0.2171952,0.4,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
39,5,1,0.8501677,['c'],1,left,['0'],6,0.1507277,0.2,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
40,5,1,1.2661535,['c'],1,left,['0'],6,0.167144,0.2,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
41,5,1,1.2337466,['c'],1,left,['3'],3,2.167107,0.1,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
42,5,1,0.8011139,['c'],1,left,['0'],6,0.1336461,0.4,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
43,5,1,1.3002066,['c'],0,right,['0'],6,0.2004515,0.1,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
44,5,1,0.8011945,['c'],1,left,['0'],6,0.1672492,0.2,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
45,5,1,0.9002862,['n'],1,right,['0'],6,0.2006049,0.4,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
46,5,1,0.5834344,['c'],1,left,['0'],6,0.2002018,0.1,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
47,5,1,0.9666615,['n'],1,right,['0'],6,0.2001895,0.2,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
48,5,1,0.4658959,['c'],1,left,['0'],6,0.2174889,0.4,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
49,5,1,0.8169865,['n'],1,right,['0'],6,0.2170387,0.4,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
50,5,1,1.2335415,['c'],0,right,['9'],5,0.6170906,0.1,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
51,5,1,0.6331423,['c'],1,left,['0'],6,0.217183,0.4,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
52,5,1,0.7166304,['c'],1,left,['0'],6,0.1672427,0.2,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
53,5,1,1.6507463,['c'],1,left,['8'],4,0.9840722,0.1,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
54,5,1,1.7836734,['c'],0,right,['3'],3,0.4505013,0.1,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
55,5,1,1.1497702,['c'],1,left,['0'],6,0.3505741,0.4,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
56,5,1,0.833497,['c'],0,right,['0'],6,0.1838152,0.1,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
57,5,1,2.1157066,['n'],1,right,['8'],4,1.1503633,0.2,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
58,5,1,2.3335572,['n'],1,right,['3'],3,0.6175058,0.2,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
59,5,1,0.9994203,['c'],1,left,['0'],6,0.2005168,0.1,0,AccFast,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
0,6,1,1.8162316,['c'],1,left,['0'],6,0.3671675,0.2,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
1,6,1,1.5663483,['c'],0,right,['0'],6,0.4338396,0.1,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
2,6,1,2.999453,['n'],1,right,['0'],6,0.4005068,0.4,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
3,6,1,1.533083,['n'],1,right,['9'],5,1.100519,0.2,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
4,6,1,1.0493161,['c'],1,left,['0'],6,0.7338556,0.1,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
5,6,1,1.4329388,['c'],1,left,['0'],6,0.2838954,0.2,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
6,6,1,1.0991441,['n'],1,right,['0'],6,0.3837853,0.4,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
7,6,1,1.3162435,['n'],1,right,['0'],6,0.4506185,0.2,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
8,6,1,0.9323011,['c'],1,left,['0'],6,0.4671595,0.2,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
9,6,1,0.9822133,['n'],1,right,['0'],6,0.3005465,0.4,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
10,6,1,1.1997961,['c'],1,left,['0'],6,0.5171388,0.4,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
11,6,1,1.6334979,['n'],1,right,['0'],6,0.3344176,0.2,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
12,6,1,0.8323857,['n'],1,right,['0'],6,0.3171755,0.4,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
13,6,1,0.9502662,['n'],1,right,['0'],6,0.3672328,0.4,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
14,6,1,1.4332555,['n'],1,right,['0'],6,0.8504904,0.2,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
15,6,1,1.2827583,['c'],1,left,['0'],6,0.2504265,0.4,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
16,6,1,1.1820039,['n'],1,right,['0'],6,0.3505713,0.1,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
17,6,1,0.9995019,['n'],1,right,['0'],6,0.3338352,0.2,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
18,6,1,1.1164496,['n'],1,right,['0'],6,0.4005145,0.1,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
19,6,1,1.4830858,['n'],0,left,['8'],4,1.1338735,0.1,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
20,6,1,1.4663804,['c'],1,left,['0'],6,0.4004938,0.4,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
21,6,1,1.2329328,['n'],1,right,['9'],5,0.4671023,0.1,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
22,6,1,0.7326642,['n'],1,right,['0'],6,0.4504597,0.4,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
23,6,1,1.682247,['c'],1,left,['0'],6,0.2838401,0.1,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
24,6,1,0.9659821,['n'],1,right,['0'],6,0.8839184,0.1,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
25,6,1,1.0995599,['n'],1,right,['9'],5,0.4671167,0.2,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
26,6,1,0.7325221,['c'],1,left,['0'],6,1.6505458,0.4,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
27,6,1,1.1159789,['n'],1,right,['0'],6,0.7671911,0.1,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
28,6,1,3.9831991,['c'],1,left,['3'],3,1.3671846,0.1,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
29,6,1,1.0154313,['n'],1,right,['0'],6,0.7338952,0.2,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
30,6,1,0.6988846,['c'],1,left,['0'],6,0.2337347,0.4,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
31,6,1,2.0150048,['c'],1,left,['3'],3,1.0672226,0.1,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
32,6,1,1.833604,['n'],1,right,['0'],6,0.5838686,0.1,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
33,6,1,2.1500977,['n'],1,right,['3'],3,1.2839053,0.1,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
34,6,1,3.1163128,['c'],0,right,['2'],2,1.0839042,0.1,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
35,6,1,1.1328145,['c'],1,left,['0'],6,0.2338604,0.4,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
36,6,1,2.549544,['n'],1,right,['0'],6,0.7671939,0.4,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
37,6,1,2.5485113,['c'],1,left,['2'],2,0.7172683,0.2,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
38,6,1,1.2997906,['n'],1,right,['0'],6,0.5005195,0.4,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
39,6,1,3.7661053,['c'],0,right,['2'],2,0.7005469,0.2,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
40,6,1,3.0996207,['n'],0,left,['2'],2,0.5838141,0.1,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
41,6,1,3.6329162,['n'],0,left,['1'],1,0.5008018,0.2,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
42,6,1,1.0990959,['n'],1,right,['0'],6,0.2672888,0.4,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
43,6,1,1.1500208,['c'],1,left,['0'],6,0.7504784,0.4,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
44,6,1,2.0827611,['n'],1,right,['3'],3,1.2338954,0.1,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
45,6,1,3.5828674,['c'],1,left,['2'],2,0.700365,0.1,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
46,6,1,3.0505585,['c'],0,right,['2'],2,0.7672071,0.1,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
47,6,1,1.6661728,['c'],1,left,['2'],2,0.6006117,0.2,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
48,6,1,1.098745,['c'],0,right,['1'],1,0.3172138,0.2,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
49,6,1,1.2162982,['c'],1,left,['0'],6,0.2835139,0.2,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
50,6,1,1.6330426,['c'],1,left,['0'],6,0.284123,0.4,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
51,6,1,4.7162724,['c'],0,right,['3'],3,0.7005728,0.1,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
52,6,1,1.2988257,['c'],1,left,['0'],6,0.2338848,0.4,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
53,6,1,2.4661956,['c'],1,left,['0'],6,0.15043,0.4,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
54,6,1,3.0993247,['n'],0,left,['2'],2,0.6342146,0.1,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
55,6,1,1.5500583,['c'],1,left,['8'],4,1.2837112,0.2,0,AccAcc,1,18,Woman,Right,NA,1,TRUE,TRUE,TRUE,TRUE
